campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas
419977,Referral Program,2023-08-12,New Users,Email,2849,339,94,4542.97021484375,5136.7998046875,3.8499999046325684
420285,New User Discount,2024-06-02,New Users,Email,2184,105,80,2927.72998046875,3922.659912109375,1.8600000143051147
420398,Membership Drive,2023-10-04,Premium,Social Media,8359,208,65,3107.6201171875,6088.509765625,2.309999942779541
420800,Membership Drive,2024-06-11,New Users,Email,6732,959,29,4145.0498046875,6497.64990234375,3.990000009536743
420987,New User Discount,2024-08-08,New Users,Email,8301,204,35,4919.3798828125,8932.2900390625,3.4000000953674316
421716,Referral Program,2023-10-05,Premium,App,5140,148,30,3139.81005859375,9434.740234375,1.6699999570846558
421722,Membership Drive,2023-10-28,All,App,4428,294,69,3221.760009765625,5772.47021484375,1.5299999713897705
421723,App Push Notification,2024-04-30,Inactive,Email,5537,697,76,4286.009765625,2134.639892578125,2.2300000190734863
422021,App Push Notification,2024-04-04,New Users,Email,7822,756,76,4910.52978515625,9120.9599609375,1.6299999952316284
422123,Weekend Special,2024-03-11,Inactive,Email,9610,122,66,2737.360107421875,9434.2900390625,2.2699999809265137
422346,Category Promotion,2024-04-07,Premium,Email,7096,258,53,3735.669921875,2461.030029296875,2.5199999809265137
422515,Email Campaign,2023-09-01,All,Social Media,1573,665,68,3419.9599609375,3331.679931640625,1.9500000476837158
422615,Membership Drive,2024-01-28,All,SMS,6429,626,25,1819.3199462890625,3636.35009765625,3.299999952316284
422711,Flash Sale,2023-11-24,Inactive,App,4875,192,86,1544.6099853515625,7503.89990234375,3.430000066757202
423106,Weekend Special,2023-12-13,Premium,App,7748,976,41,1892.5799560546875,4659.31982421875,2.700000047683716
423400,Festival Offer,2023-07-15,Inactive,SMS,9187,761,36,2159.06005859375,8869.5703125,2.950000047683716
423517,Flash Sale,2024-02-20,New Users,Social Media,8557,641,64,1238.1700439453125,9051.1396484375,2.490000009536743
423614,Membership Drive,2024-07-02,All,Social Media,4714,852,37,2305.050048828125,8529.8203125,2.1500000953674316
424066,Festival Offer,2024-01-21,All,App,3230,749,37,2002.949951171875,6803.39990234375,2.9200000762939453
424201,App Push Notification,2023-07-03,New Users,SMS,5772,169,70,3390.47998046875,4986.419921875,1.5800000429153442
424253,Email Campaign,2024-03-13,New Users,Email,4749,496,97,4375.27978515625,5372.08984375,2.0899999141693115
424369,New User Discount,2023-12-19,Inactive,SMS,5282,418,27,1237.0,6933.85009765625,1.690000057220459
424370,Weekend Special,2024-06-19,Premium,App,5015,384,33,2029.68994140625,8689.5302734375,3.200000047683716
424533,Membership Drive,2024-02-25,Inactive,SMS,7078,897,86,3454.090087890625,2756.820068359375,2.809999942779541
424584,Weekend Special,2023-06-08,Premium,Email,2297,371,56,3008.85009765625,9441.1904296875,3.640000104904175
424620,Flash Sale,2023-05-18,Premium,App,5867,597,41,2342.239990234375,5906.2998046875,2.559999942779541
424670,Category Promotion,2024-06-29,Premium,App,1444,152,71,2805.139892578125,9714.6796875,2.359999895095825
424752,Category Promotion,2023-05-23,Inactive,Social Media,5719,920,83,2031.550048828125,5147.509765625,2.740000009536743
425282,Flash Sale,2024-03-25,Inactive,SMS,1120,399,32,1030.300048828125,4298.009765625,3.130000114440918
425494,Category Promotion,2023-08-30,New Users,Social Media,8648,790,72,4581.83984375,5509.35986328125,2.6700000762939453
425660,Flash Sale,2023-05-28,New Users,App,5970,743,70,3235.800048828125,6256.18017578125,2.0299999713897705
425677,Weekend Special,2024-02-22,New Users,App,7918,715,90,4918.33984375,6855.18994140625,3.7699999809265137
425687,App Push Notification,2023-10-22,Premium,Social Media,6518,113,98,2805.340087890625,3163.860107421875,2.5399999618530273
425704,Flash Sale,2024-07-06,Premium,Email,3559,724,58,4851.56982421875,3589.64990234375,1.690000057220459
425779,Email Campaign,2024-02-25,All,App,1035,368,63,3386.5,9557.9599609375,2.880000114440918
425851,Festival Offer,2024-05-09,All,SMS,8807,963,19,1372.5799560546875,2123.419921875,3.859999895095825
425932,New User Discount,2023-04-18,Inactive,SMS,4822,359,63,3853.97998046875,2376.1298828125,1.8300000429153442
426086,Festival Offer,2023-05-01,All,Social Media,4187,497,18,3573.179931640625,5398.08984375,3.119999885559082
426480,Festival Offer,2024-03-05,New Users,SMS,6554,735,46,4317.330078125,5962.83984375,1.9500000476837158
426826,App Push Notification,2023-11-06,Inactive,SMS,4270,865,99,1315.3399658203125,6461.10986328125,2.490000009536743
427214,Referral Program,2024-02-13,Inactive,Social Media,7486,502,81,1718.9200439453125,6432.259765625,2.640000104904175
427696,Email Campaign,2024-01-27,Inactive,SMS,9788,370,52,1782.739990234375,2287.25,2.450000047683716
428168,Membership Drive,2023-05-21,Inactive,SMS,9393,571,16,4693.06005859375,2106.989990234375,1.6200000047683716
428184,Email Campaign,2024-06-16,All,App,2536,230,81,4318.81005859375,5181.509765625,3.5999999046325684
428461,Category Promotion,2024-02-01,New Users,App,7819,875,17,3344.60009765625,9394.3603515625,2.25
428511,Flash Sale,2024-09-10,Inactive,Social Media,9911,232,88,4084.510009765625,4219.509765625,2.569999933242798
429132,Category Promotion,2023-12-29,Premium,SMS,4044,631,14,1043.0899658203125,2825.340087890625,2.859999895095825
429218,Email Campaign,2024-07-04,Premium,Social Media,4915,743,68,2927.679931640625,7764.72021484375,3.390000104904175
429549,Category Promotion,2024-05-14,Inactive,Email,7542,595,33,3920.159912109375,6872.60986328125,2.2699999809265137
429784,Flash Sale,2024-08-27,Inactive,App,5652,853,84,4147.330078125,8378.419921875,3.859999895095825
429935,Referral Program,2023-08-21,All,SMS,7253,995,32,3694.090087890625,9026.2099609375,2.990000009536743
430047,Membership Drive,2024-02-01,Premium,App,1610,934,12,1183.0899658203125,8356.91015625,1.75
430088,Festival Offer,2023-09-19,New Users,Social Media,6777,237,32,2378.389892578125,5975.6201171875,2.5199999809265137
430194,Flash Sale,2024-01-07,New Users,App,3777,840,89,1496.5699462890625,2241.580078125,3.5899999141693115
430217,New User Discount,2023-08-27,Premium,SMS,8328,885,40,4517.52001953125,9471.1298828125,2.3299999237060547
430241,New User Discount,2024-09-29,All,SMS,8057,919,64,4241.6201171875,9942.1396484375,1.940000057220459
430565,Email Campaign,2023-11-23,New Users,SMS,5650,314,60,1330.1400146484375,7241.02978515625,1.690000057220459
430606,Membership Drive,2023-08-30,Inactive,App,3369,599,100,4661.7099609375,2642.929931640625,1.909999966621399
430687,Flash Sale,2024-09-13,Premium,Email,2954,495,33,2847.360107421875,5177.10009765625,2.609999895095825
430820,Email Campaign,2023-06-30,Inactive,App,2969,370,51,4646.990234375,9903.4296875,3.549999952316284
431165,Email Campaign,2024-05-12,New Users,Email,2904,658,28,1422.530029296875,4919.18017578125,2.690000057220459
431185,Category Promotion,2024-06-01,All,Email,2060,811,74,2139.409912109375,9822.990234375,3.859999895095825
431436,Festival Offer,2023-04-22,Premium,Email,4659,442,51,1608.02001953125,9395.6904296875,2.1700000762939453
431600,Flash Sale,2023-11-12,New Users,App,4425,194,95,1351.2099609375,3520.090087890625,3.940000057220459
431617,Festival Offer,2023-09-13,Inactive,Email,5842,141,89,3026.830078125,3738.14990234375,3.4800000190734863
431817,Category Promotion,2023-03-27,Inactive,App,8936,383,55,4651.77001953125,4537.64013671875,2.559999942779541
431898,Referral Program,2024-03-30,All,Email,1185,800,59,1789.6199951171875,3237.070068359375,2.6500000953674316
432100,Membership Drive,2023-03-28,Premium,SMS,2415,959,54,3156.39990234375,9044.9296875,2.4200000762939453
432127,Email Campaign,2023-04-17,All,Social Media,2552,267,86,2402.889892578125,6134.39013671875,1.6299999952316284
432274,Flash Sale,2024-08-12,Premium,Social Media,7845,928,29,3726.47998046875,7618.080078125,3.9100000858306885
432381,Flash Sale,2024-05-06,Premium,Social Media,7640,151,18,1904.300048828125,9054.740234375,1.8300000429153442
432669,Referral Program,2024-06-05,Inactive,SMS,7687,956,100,2724.669921875,5754.35009765625,2.549999952316284
432760,App Push Notification,2023-05-02,New Users,App,2992,417,68,2014.760009765625,2755.8798828125,2.2699999809265137
432786,Referral Program,2023-10-29,Premium,Social Media,5299,426,48,4374.830078125,5281.93994140625,2.319999933242798
432807,Membership Drive,2024-10-13,New Users,App,7336,160,53,2485.1298828125,3512.8701171875,1.9700000286102295
432858,Flash Sale,2023-07-27,New Users,Social Media,5371,262,50,1306.5799560546875,3395.60009765625,3.2200000286102295
432920,Category Promotion,2023-04-02,New Users,App,5007,389,76,1379.3299560546875,2906.820068359375,3.819999933242798
433163,Flash Sale,2023-06-26,Inactive,Social Media,8823,820,83,2385.179931640625,6511.4599609375,3.200000047683716
433393,Referral Program,2023-10-24,Inactive,App,6358,928,23,4832.81005859375,9156.919921875,3.5999999046325684
433432,Festival Offer,2023-09-20,New Users,Social Media,7529,385,66,3000.68994140625,3955.31005859375,2.6700000762939453
433710,Email Campaign,2023-10-18,Premium,App,9937,314,25,1929.0400390625,8281.759765625,3.8299999237060547
434449,Festival Offer,2024-05-12,All,Social Media,9225,944,87,4030.93994140625,6254.9501953125,2.299999952316284
434732,Membership Drive,2024-01-07,All,App,5932,419,89,4320.60009765625,4126.8798828125,3.6600000858306885
434842,Referral Program,2024-01-23,New Users,SMS,7127,674,96,4215.5400390625,7881.169921875,3.9800000190734863
435597,Category Promotion,2023-04-13,All,SMS,9282,647,74,3637.489990234375,8327.8203125,3.6700000762939453
435951,Email Campaign,2023-11-27,All,App,2958,221,78,1552.280029296875,6210.97021484375,3.450000047683716
435981,Referral Program,2023-05-16,Inactive,SMS,2997,256,50,1878.300048828125,7947.330078125,2.75
436035,App Push Notification,2024-03-26,All,App,3980,254,76,2640.969970703125,6511.7001953125,1.9299999475479126
436061,Weekend Special,2024-07-21,All,App,4015,632,87,4323.490234375,2193.030029296875,2.940000057220459
436135,Flash Sale,2024-07-09,New Users,SMS,6498,327,62,4013.68994140625,3495.0400390625,1.8899999856948853
436226,Flash Sale,2023-03-21,Premium,Email,2826,658,52,4616.27978515625,4606.8701171875,2.0399999618530273
436295,Category Promotion,2024-03-19,New Users,App,1894,601,83,2611.81005859375,4164.06005859375,2.4800000190734863
436310,Festival Offer,2024-06-29,New Users,Email,6525,988,58,3159.260009765625,3091.3798828125,3.809999942779541
436730,Category Promotion,2024-03-07,New Users,App,5026,805,44,1213.3299560546875,4361.2900390625,2.2799999713897705
436788,App Push Notification,2024-09-30,All,Social Media,2759,383,91,3820.989990234375,5565.7998046875,2.380000114440918
436899,Referral Program,2023-03-30,New Users,Social Media,4993,143,87,2684.330078125,5713.5400390625,1.590000033378601
436990,Festival Offer,2024-09-12,New Users,App,9162,484,65,4483.259765625,5777.10986328125,1.9299999475479126
436998,Referral Program,2023-11-06,Inactive,Email,1260,380,55,3264.2099609375,9081.3896484375,3.180000066757202
437168,New User Discount,2024-07-27,New Users,App,7840,383,34,4855.14013671875,9860.400390625,3.7100000381469727
437253,Membership Drive,2024-01-12,All,SMS,2852,691,30,1172.030029296875,6635.22021484375,1.8799999952316284
437596,App Push Notification,2024-02-26,All,Email,4100,662,79,4759.2099609375,3976.85009765625,2.009999990463257
437770,Referral Program,2023-05-04,All,SMS,4341,312,44,3753.580078125,5174.18017578125,2.7300000190734863
438000,Email Campaign,2023-03-18,All,Social Media,2983,112,41,3073.320068359375,9767.3798828125,2.5299999713897705
438044,Membership Drive,2023-10-05,All,App,4273,692,91,1095.6300048828125,7110.06005859375,3.130000114440918
438218,New User Discount,2023-10-09,All,App,3694,595,96,3794.18994140625,8081.60009765625,2.759999990463257
438415,Category Promotion,2023-10-19,Inactive,App,4691,417,15,2268.820068359375,2504.2099609375,1.9500000476837158
438577,Email Campaign,2024-10-02,Premium,App,8940,135,68,4831.2099609375,3563.68994140625,1.600000023841858
438903,Membership Drive,2023-04-07,All,SMS,6787,776,20,4189.85009765625,6658.06005859375,3.680000066757202
439442,New User Discount,2023-11-01,All,App,4881,932,20,3335.8701171875,4093.68994140625,1.600000023841858
439533,Referral Program,2023-04-24,Inactive,Email,1435,710,43,2460.260009765625,5715.1201171875,3.569999933242798
439725,Membership Drive,2024-11-01,Inactive,SMS,4249,945,87,1330.6199951171875,3115.550048828125,3.5899999141693115
439764,Flash Sale,2024-07-15,New Users,SMS,5733,258,53,3768.6201171875,4817.58984375,3.549999952316284
440542,New User Discount,2023-07-04,All,SMS,8647,189,72,1521.93994140625,8117.5400390625,2.4800000190734863
440723,Membership Drive,2024-04-29,New Users,SMS,9351,752,69,3405.989990234375,4121.16015625,3.990000009536743
440767,Weekend Special,2023-07-07,All,Social Media,7059,531,29,3721.4599609375,2583.3701171875,2.2300000190734863
440818,Festival Offer,2023-12-22,Premium,SMS,1554,603,93,1735.9599609375,2547.85009765625,2.369999885559082
441650,App Push Notification,2024-03-08,All,SMS,7467,408,94,2408.68994140625,2629.14990234375,3.7100000381469727
441693,Flash Sale,2024-04-10,New Users,SMS,4370,807,38,2897.25,8231.8798828125,2.5399999618530273
441866,Email Campaign,2024-08-13,All,SMS,2088,923,77,4932.5400390625,8966.3896484375,3.799999952316284
442443,Category Promotion,2023-12-18,Premium,App,9069,204,38,2897.2099609375,5407.31005859375,3.8399999141693115
442894,Email Campaign,2023-10-05,New Users,SMS,6480,853,64,2693.919921875,6287.1201171875,1.7799999713897705
442998,Membership Drive,2024-08-07,Premium,Social Media,2737,966,69,4578.31982421875,7339.7900390625,2.0399999618530273
443054,Membership Drive,2023-07-29,All,SMS,5715,763,32,1476.8800048828125,7345.2998046875,2.7799999713897705
443226,Flash Sale,2024-09-11,Inactive,SMS,5025,770,86,4178.330078125,5877.35986328125,1.7999999523162842
443256,Festival Offer,2024-01-29,Premium,Social Media,8062,621,51,3503.02001953125,5100.33984375,3.5799999237060547
443697,Referral Program,2023-05-23,Premium,Email,6922,694,31,2767.909912109375,9151.9697265625,2.759999990463257
443742,Membership Drive,2023-10-29,All,Social Media,4642,194,19,3825.18994140625,3492.89990234375,3.180000066757202
443885,Referral Program,2023-04-02,Inactive,Social Media,3520,102,78,3314.570068359375,9933.9404296875,1.9500000476837158
444130,Email Campaign,2024-07-30,New Users,Social Media,8942,304,58,2716.610107421875,8999.76953125,3.680000066757202
444297,Referral Program,2024-08-07,New Users,SMS,2404,405,45,4884.7998046875,9128.8896484375,3.4600000381469727
444700,Email Campaign,2024-10-19,New Users,App,3648,917,65,1167.1099853515625,9601.2099609375,3.3499999046325684
445119,Flash Sale,2023-11-13,Inactive,Social Media,3090,730,99,2953.68994140625,6852.18017578125,3.759999990463257
445777,Membership Drive,2023-07-08,Inactive,Email,1903,298,32,2610.6298828125,7130.27001953125,2.680000066757202
445847,Category Promotion,2024-05-21,Inactive,Email,8107,996,87,2741.340087890625,8685.9697265625,2.0399999618530273
446559,Email Campaign,2024-10-21,All,Email,4395,786,53,1766.030029296875,4554.830078125,1.6799999475479126
446694,Membership Drive,2023-07-27,Inactive,SMS,9910,646,29,2046.9300537109375,7452.2998046875,2.509999990463257
446826,Membership Drive,2023-09-13,All,SMS,9810,725,10,4323.83984375,2725.81005859375,2.0399999618530273
446966,Category Promotion,2024-08-05,New Users,SMS,6672,150,26,1561.050048828125,7916.22998046875,2.8399999141693115
447012,Flash Sale,2024-10-02,Inactive,SMS,1064,821,98,1401.4100341796875,8632.01953125,2.0399999618530273
447080,App Push Notification,2024-01-16,Inactive,SMS,5967,320,78,2173.06005859375,7394.68017578125,3.1700000762939453
447102,Email Campaign,2023-05-25,All,Email,6240,245,85,2035.800048828125,7839.1201171875,1.6200000047683716
447219,Referral Program,2023-08-23,Inactive,App,2281,466,41,1256.3199462890625,5274.740234375,2.450000047683716
447700,Membership Drive,2023-05-31,All,Social Media,6671,803,49,4763.330078125,5684.5498046875,1.7200000286102295
447921,Membership Drive,2024-05-15,New Users,Email,8150,682,11,1794.5400390625,6159.259765625,2.930000066757202
448004,Referral Program,2024-03-13,Premium,Email,2159,382,75,2388.840087890625,2231.22998046875,1.6100000143051147
448094,Category Promotion,2023-05-21,All,Email,4837,492,78,2551.81005859375,3954.97998046875,2.630000114440918
448415,Flash Sale,2023-05-16,New Users,App,8967,126,79,4963.72021484375,8440.25,3.8499999046325684
448860,Membership Drive,2024-10-28,New Users,Email,2775,396,33,4290.97998046875,8723.83984375,2.0999999046325684
448863,New User Discount,2023-10-19,Premium,SMS,2293,857,63,3587.6298828125,4547.35986328125,3.6700000762939453
448908,Referral Program,2023-03-19,All,SMS,9662,957,10,2782.6201171875,8041.16015625,3.630000114440918
448987,Referral Program,2023-12-15,All,SMS,4839,450,45,4004.610107421875,5081.0498046875,3.2300000190734863
449091,Referral Program,2023-04-05,Inactive,SMS,9999,712,69,1239.219970703125,9901.6201171875,2.450000047683716
449505,New User Discount,2024-01-11,New Users,Email,3360,755,35,4270.81982421875,3158.530029296875,2.5
449624,Festival Offer,2024-03-07,Inactive,App,5643,341,72,2692.7900390625,6083.6298828125,2.5999999046325684
449695,Festival Offer,2023-12-28,All,App,6696,381,92,3610.93994140625,5311.080078125,2.1600000858306885
449708,Weekend Special,2023-03-26,All,Email,9486,982,82,3393.14990234375,6056.8798828125,3.799999952316284
449822,New User Discount,2024-01-20,Inactive,App,3016,649,98,1709.4599609375,5833.6201171875,1.8700000047683716
450016,Category Promotion,2024-09-12,New Users,SMS,4649,616,40,1285.75,2689.60009765625,1.7599999904632568
450475,Festival Offer,2023-08-14,New Users,Email,9492,131,91,3233.89990234375,3478.300048828125,2.6500000953674316
450969,Email Campaign,2024-04-25,Inactive,Email,1083,329,30,1365.3199462890625,5193.669921875,2.9100000858306885
451132,Category Promotion,2023-06-11,All,Email,2417,717,45,4175.39013671875,3018.219970703125,2.8299999237060547
451408,Membership Drive,2023-03-22,Premium,Email,7310,380,78,2233.47998046875,7492.1201171875,1.7999999523162842
451453,Festival Offer,2023-10-01,Premium,Social Media,1738,767,47,2611.4599609375,2744.760009765625,2.4100000858306885
451486,Email Campaign,2024-07-23,Inactive,App,8047,645,63,1257.3900146484375,8013.8798828125,3.809999942779541
451804,Referral Program,2024-03-22,Premium,Social Media,8259,555,25,4768.81005859375,8200.169921875,3.069999933242798
452030,Festival Offer,2023-08-03,Premium,App,2781,461,11,2077.2099609375,7737.85986328125,2.559999942779541
452054,New User Discount,2023-04-23,Premium,App,4448,846,55,4622.39013671875,4638.009765625,3.7899999618530273
452360,Festival Offer,2023-09-10,Premium,Social Media,9119,238,11,3218.780029296875,3661.7099609375,3.2100000381469727
452388,App Push Notification,2023-07-18,Premium,SMS,3887,774,91,4840.77978515625,5814.27978515625,2.1600000858306885
452767,App Push Notification,2024-05-28,New Users,Social Media,3867,922,11,1472.0699462890625,4442.8701171875,2.930000066757202
452929,App Push Notification,2024-10-06,All,Email,3100,710,37,4313.18017578125,7681.83984375,2.9000000953674316
453227,Weekend Special,2024-07-15,Premium,SMS,8831,989,48,1549.719970703125,9329.400390625,3.069999933242798
453312,Email Campaign,2024-10-28,New Users,App,1618,301,32,3165.3701171875,7731.7900390625,2.609999895095825
453389,App Push Notification,2024-08-10,Inactive,Social Media,6273,892,64,3483.919921875,2110.22998046875,2.619999885559082
453747,Category Promotion,2024-02-12,New Users,SMS,8606,323,71,2345.449951171875,8908.4501953125,1.7200000286102295
453934,Category Promotion,2023-07-27,Inactive,Social Media,6662,407,76,3597.929931640625,8648.4599609375,3.069999933242798
454301,New User Discount,2024-10-04,New Users,Email,5611,206,73,4129.009765625,7558.83984375,2.5899999141693115
454374,Category Promotion,2024-07-24,New Users,Social Media,7356,656,68,3513.47998046875,9177.6796875,1.9500000476837158
454551,Referral Program,2024-06-12,Inactive,Email,5645,397,20,3046.60009765625,7455.60986328125,3.200000047683716
454633,App Push Notification,2023-11-10,All,Social Media,6169,428,80,2093.2099609375,6008.77978515625,2.990000009536743
454884,Referral Program,2023-08-07,New Users,SMS,5771,600,79,3443.9599609375,8600.58984375,2.180000066757202
455126,Weekend Special,2023-09-05,Inactive,Social Media,2191,632,14,4562.509765625,7901.47021484375,1.7300000190734863
455642,Email Campaign,2024-07-17,Inactive,App,7149,608,38,3935.110107421875,5006.08984375,1.600000023841858
456050,Weekend Special,2024-06-29,New Users,Email,1044,882,94,4013.8798828125,6635.47998046875,1.649999976158142
456116,Festival Offer,2023-05-03,Inactive,Social Media,4998,868,85,3359.47998046875,2183.800048828125,3.890000104904175
456161,Flash Sale,2023-07-24,New Users,Email,8532,630,73,1073.6300048828125,9159.400390625,2.0199999809265137
456168,Referral Program,2024-09-15,New Users,SMS,7195,293,73,1933.06005859375,8067.77001953125,3.6500000953674316
456276,Flash Sale,2023-12-20,Inactive,SMS,5544,107,24,3753.590087890625,2325.219970703125,2.5399999618530273
456390,Category Promotion,2024-02-10,Inactive,SMS,8561,196,66,1839.800048828125,2427.610107421875,3.549999952316284
456764,App Push Notification,2023-04-20,Premium,App,9425,243,37,3016.75,8671.9404296875,2.5
456999,Referral Program,2024-08-20,Inactive,Social Media,4991,167,76,2636.9599609375,2751.969970703125,2.7300000190734863
457174,Festival Offer,2024-02-29,New Users,Email,2216,167,67,3620.469970703125,4904.1298828125,1.7300000190734863
457471,Weekend Special,2024-02-07,All,Social Media,6583,663,18,4755.6201171875,3096.530029296875,2.680000066757202
457586,Flash Sale,2023-09-24,All,App,1030,318,90,2814.429931640625,6927.10009765625,2.0399999618530273
457659,App Push Notification,2023-06-28,Premium,SMS,1427,841,79,4081.5400390625,3219.340087890625,3.140000104904175
457791,Festival Offer,2023-06-09,New Users,App,3149,234,11,1315.219970703125,6559.490234375,1.590000033378601
457841,New User Discount,2024-10-23,New Users,SMS,8261,557,54,2599.300048828125,3748.909912109375,1.6299999952316284
458083,Referral Program,2024-04-19,Premium,Social Media,5168,298,13,1762.77001953125,4785.669921875,3.319999933242798
458235,New User Discount,2024-08-30,New Users,App,4669,246,11,4396.39990234375,7134.60009765625,1.9700000286102295
458372,Email Campaign,2023-05-04,New Users,App,4808,158,26,3325.72998046875,3019.0,2.4200000762939453
458463,App Push Notification,2024-02-10,New Users,SMS,2968,520,14,4438.009765625,9058.7099609375,3.1600000858306885
458622,Category Promotion,2023-08-10,All,Email,9661,485,15,4573.43994140625,6586.52978515625,2.5799999237060547
458719,Festival Offer,2024-02-11,Inactive,Email,5236,762,73,1574.260009765625,5418.52001953125,2.4600000381469727
458781,Email Campaign,2023-07-12,Premium,Email,2916,469,63,1847.1400146484375,5549.7998046875,3.0999999046325684
458783,New User Discount,2023-04-06,New Users,Email,2005,226,46,2727.18994140625,3898.02001953125,3.890000104904175
458854,Referral Program,2023-08-16,Premium,Email,2371,902,45,3577.080078125,6019.16015625,1.9600000381469727
458871,Membership Drive,2023-04-12,Premium,Email,3564,633,12,1458.280029296875,6504.1298828125,2.319999933242798
459051,Flash Sale,2024-05-08,Premium,SMS,3156,516,92,1828.72998046875,3397.56005859375,2.4700000286102295
459371,Membership Drive,2024-02-10,New Users,App,5453,934,67,1980.260009765625,8425.9501953125,1.6100000143051147
459615,Email Campaign,2023-05-05,Premium,Email,6571,635,91,2183.68994140625,7923.8798828125,3.359999895095825
459974,Email Campaign,2024-04-21,Inactive,App,3660,771,29,3543.530029296875,3912.56005859375,3.0199999809265137
460293,Category Promotion,2024-09-24,All,Email,4442,846,61,2295.68994140625,5534.22998046875,3.380000114440918
460399,Flash Sale,2023-07-22,Premium,Email,5466,433,36,3896.949951171875,3969.75,2.200000047683716
460602,Email Campaign,2024-08-09,All,SMS,6683,736,69,2693.64990234375,8936.0595703125,3.319999933242798
460778,Email Campaign,2023-04-20,Inactive,Email,7107,734,62,4143.830078125,5436.41015625,1.8899999856948853
460882,App Push Notification,2023-09-07,Premium,Email,8744,732,85,3175.860107421875,6528.68017578125,3.759999990463257
460964,App Push Notification,2024-10-16,All,SMS,5570,150,37,2175.550048828125,2538.179931640625,2.740000009536743
461129,Email Campaign,2023-03-17,New Users,Email,3569,568,10,4246.47021484375,5880.419921875,2.5
461382,Membership Drive,2024-04-23,Premium,Social Media,4577,189,94,4650.10986328125,6711.990234375,2.200000047683716
461527,Referral Program,2024-07-05,Inactive,App,7153,641,98,4563.68017578125,8629.7900390625,2.5899999141693115
461552,Referral Program,2023-05-05,All,Email,1897,170,36,2828.31005859375,5297.27001953125,1.7799999713897705
461849,Category Promotion,2023-09-16,All,App,6331,672,73,4634.58984375,2307.89990234375,2.3399999141693115
462196,Festival Offer,2023-12-10,All,Social Media,5699,174,82,2112.06005859375,2325.2099609375,3.1500000953674316
462395,Email Campaign,2023-06-07,Inactive,SMS,7274,873,98,1153.4300537109375,8169.68017578125,3.6600000858306885
463037,Weekend Special,2024-02-20,Premium,Email,1726,400,33,4775.27001953125,7903.93994140625,3.630000114440918
463287,Weekend Special,2024-01-30,New Users,Email,9682,851,68,2819.199951171875,3798.080078125,2.619999885559082
463402,Category Promotion,2023-10-15,Premium,SMS,2883,882,98,2633.7900390625,3800.860107421875,3.319999933242798
463464,Flash Sale,2023-04-27,Inactive,SMS,6183,918,32,4814.3798828125,6086.31982421875,3.8399999141693115
463470,Membership Drive,2024-10-17,Premium,Email,4866,843,10,2036.4300537109375,9742.66015625,1.5399999618530273
464709,New User Discount,2023-09-17,New Users,SMS,1584,382,83,2575.590087890625,2758.360107421875,1.7000000476837158
464727,Referral Program,2023-05-24,Inactive,App,4373,686,98,3671.760009765625,4587.08984375,3.7100000381469727
464736,Flash Sale,2024-07-19,All,Social Media,7155,158,92,1324.52001953125,4773.4599609375,3.8299999237060547
464790,Flash Sale,2024-04-26,All,SMS,1293,256,67,3884.889892578125,9946.599609375,3.299999952316284
464900,Category Promotion,2024-04-05,All,Email,4353,369,99,1819.469970703125,4778.97021484375,2.609999895095825
465005,Email Campaign,2024-06-23,Premium,SMS,3781,785,17,1003.739990234375,2537.580078125,3.5399999618530273
465420,Weekend Special,2023-09-23,All,App,7509,345,21,1912.3299560546875,2299.669921875,2.3299999237060547
465432,New User Discount,2023-06-28,Premium,Email,3987,549,64,4470.490234375,3372.469970703125,3.3499999046325684
465503,Flash Sale,2023-05-11,Premium,Email,1263,154,68,2137.679931640625,4163.68994140625,2.3399999141693115
465629,Flash Sale,2024-02-07,New Users,Email,1247,869,57,2702.93994140625,8394.259765625,1.9500000476837158
465804,Flash Sale,2024-01-06,New Users,Social Media,6628,346,77,2418.6201171875,3591.110107421875,1.7699999809265137
465848,App Push Notification,2023-10-09,Premium,Email,7099,477,52,1171.550048828125,7873.60986328125,3.240000009536743
465849,Membership Drive,2024-04-14,Inactive,App,3801,453,33,4754.58984375,3831.330078125,1.840000033378601
465873,App Push Notification,2023-06-04,Premium,App,4749,168,97,2996.449951171875,3237.6201171875,2.7100000381469727
465937,Membership Drive,2024-06-30,New Users,SMS,7461,762,17,3075.89990234375,4295.43017578125,2.009999990463257
466271,Email Campaign,2023-03-21,Premium,SMS,9879,537,85,1389.989990234375,8628.2802734375,1.5499999523162842
466313,Category Promotion,2023-09-20,New Users,Social Media,7657,743,11,4179.259765625,2108.179931640625,3.0199999809265137
466346,Email Campaign,2023-10-02,Premium,Social Media,3077,265,30,1423.5899658203125,4009.010009765625,3.0799999237060547
466430,Flash Sale,2024-01-05,New Users,SMS,1933,743,80,3073.090087890625,5348.33984375,1.9900000095367432
466749,Email Campaign,2023-10-15,Inactive,App,5048,445,64,2302.75,3544.85009765625,3.880000114440918
467373,Weekend Special,2024-07-12,Inactive,Social Media,5335,693,76,3427.389892578125,8500.5400390625,2.8299999237060547
467722,Flash Sale,2023-04-05,New Users,SMS,3655,280,53,4906.10009765625,7788.7900390625,1.6100000143051147
467804,Referral Program,2023-11-29,All,App,3473,303,82,1949.68994140625,6656.080078125,2.319999933242798
467912,Category Promotion,2024-10-29,All,SMS,3949,486,87,4568.6298828125,9613.16015625,1.8700000047683716
