order_id,customer_id,order_date,order_total,payment_method,store_id,promised_delivery_time,actual_delivery_time,delivery_status,delivery_delay_hrs,order_day,order_week,order_month,order_year,day_of_week,is_weekend,order_hour,is_peak_hour,on_time_delivery,actual_delivery_day,promised_delivery_day,delivery_diff_days,delivery_speed_hrs,is_cod,is_high_value_order,log_order_total,daily_order_flag,is_month_start,is_month_end
5895445193,39093069,2023-09-18 20:11:21,1401.5799560546875,wallet,141,2023-09-18 20:29:21,2023-09-18 20:36:21,Slightly Delayed,0.1166666666666666,18,38,9,2023,0,0,20,1,0,2023-09-18,2023-09-18,0.004861111111111111,0.4166666666666667,0,0,7.246068645436524,1,0,0
5895644119,1603358,2023-06-11 14:12:56,1742.43994140625,wallet,8140,2023-06-11 14:27:56,2023-06-11 14:27:56,On Time,0.0,11,23,6,2023,6,1,14,0,1,2023-06-11,2023-06-11,0.0,0.25,0,0,7.46361541837943,1,0,0
5897343054,52815265,2023-03-21 04:16:27,171.1999969482422,card,2232,2023-03-21 04:28:27,2023-03-21 04:50:27,Significantly Delayed,0.3666666666666666,21,12,3,2023,1,0,4,0,0,2023-03-21,2023-03-21,0.015277777777777777,0.5666666666666667,0,0,5.14865657427146,1,0,0
5903638531,78209683,2023-05-02 16:44:25,3051.0400390625,card,9390,2023-05-02 16:58:25,2023-05-02 16:56:25,On Time,-0.0333333333333333,2,18,5,2023,1,0,16,0,1,2023-05-02,2023-05-02,-0.001388888888888889,0.2,0,1,8.023565511277175,1,0,0
5905518100,86995126,2023-09-25 06:34:07,581.9199829101562,wallet,1527,2023-09-25 06:47:07,2023-09-25 06:51:07,On Time,0.0666666666666666,25,39,9,2023,0,0,6,0,0,2023-09-25,2023-09-25,0.002777777777777778,0.2833333333333333,0,0,6.3680499263478465,1,0,0
5907766010,12272282,2024-10-07 14:03:49,3937.39990234375,wallet,8107,2024-10-07 14:22:49,2024-10-07 14:33:49,Slightly Delayed,0.1833333333333333,7,41,10,2024,0,0,14,0,0,2024-10-07,2024-10-07,0.007638888888888889,0.5,0,1,8.278529803648071,1,0,0
5909879259,82594354,2024-08-06 19:17:03,786.0999755859375,card,4123,2024-08-06 19:31:03,2024-08-06 19:42:03,Slightly Delayed,0.1833333333333333,6,32,8,2024,1,0,19,1,0,2024-08-06,2024-08-06,0.007638888888888889,0.4166666666666667,0,0,6.668355274130665,1,0,0
5912729079,90919603,2024-08-10 01:18:51,2270.570068359375,cash,2536,2024-08-10 01:34:51,2024-08-10 01:49:51,Slightly Delayed,0.25,10,32,8,2024,5,1,1,0,0,2024-08-10,2024-08-10,0.010416666666666666,0.5166666666666667,0,1,7.728226531459069,1,0,0
5912752928,29562254,2023-12-20 18:21:00,2865.639892578125,wallet,9782,2023-12-20 18:31:00,2023-12-20 18:30:00,On Time,-0.0166666666666666,20,51,12,2023,2,0,18,1,1,2023-12-20,2023-12-20,-0.0006944444444444445,0.15,0,1,7.960895853731545,1,0,0
5914484553,4378755,2023-11-17 16:40:52,931.3599853515624,upi,106,2023-11-17 16:59:52,2023-11-17 16:57:52,On Time,-0.0333333333333333,17,46,11,2023,4,0,16,0,1,2023-11-17,2023-11-17,-0.001388888888888889,0.2833333333333333,0,0,6.83771899048733,1,0,0
5917975686,37054866,2024-06-04 21:07:32,4269.52978515625,upi,8877,2024-06-04 21:25:32,2024-06-04 21:26:32,On Time,0.0166666666666666,4,23,6,2024,1,0,21,1,0,2024-06-04,2024-06-04,0.0006944444444444445,0.31666666666666665,0,1,8.359493169991607,1,0,0
5922953060,96628029,2024-09-13 18:08:03,1867.739990234375,card,6461,2024-09-13 18:23:03,2024-09-13 18:25:03,On Time,0.0333333333333333,13,37,9,2024,4,0,18,1,0,2024-09-13,2024-09-13,0.001388888888888889,0.2833333333333333,0,0,7.53301968072833,1,0,0
5923573134,22800586,2024-02-17 20:02:29,877.97998046875,wallet,5990,2024-02-17 20:16:29,2024-02-17 20:21:29,On Time,0.0833333333333333,17,7,2,2024,5,1,20,1,0,2024-02-17,2024-02-17,0.003472222222222222,0.31666666666666665,0,0,6.778762122077407,1,0,0
5924297360,59197894,2024-09-09 21:59:31,723.4400024414062,wallet,235,2024-09-09 22:12:31,2024-09-09 22:27:31,Slightly Delayed,0.25,9,37,9,2024,0,0,21,1,0,2024-09-09,2024-09-09,0.010416666666666666,0.4666666666666667,0,0,6.585398945966395,1,0,0
5924715529,79919160,2024-03-24 04:10:10,3867.89990234375,upi,8803,2024-03-24 04:26:10,2024-03-24 04:29:10,On Time,0.05,24,12,3,2024,6,1,4,0,0,2024-03-24,2024-03-24,0.0020833333333333333,0.31666666666666665,0,1,8.260725482653182,1,0,0
5927472701,93563435,2024-01-12 16:56:03,2280.7099609375,wallet,1954,2024-01-12 17:06:03,2024-01-12 17:04:03,On Time,-0.0333333333333333,12,2,1,2024,4,0,16,0,1,2024-01-12,2024-01-12,-0.001388888888888889,0.13333333333333333,0,1,7.732680423719197,1,0,0
5927852227,37556526,2024-04-12 06:07:28,1975.030029296875,cash,3633,2024-04-12 06:20:28,2024-04-12 06:18:28,On Time,-0.0333333333333333,12,15,4,2024,4,0,6,0,1,2024-04-12,2024-04-12,-0.001388888888888889,0.18333333333333332,0,0,7.588845075204929,1,0,0
5928657526,22076522,2023-10-14 12:34:49,2020.5799560546875,card,6758,2023-10-14 12:48:49,2023-10-14 12:49:49,On Time,0.0166666666666666,14,41,10,2023,5,1,12,0,0,2023-10-14,2023-10-14,0.0006944444444444445,0.25,0,0,7.611634641133007,1,0,0
5931307224,2361575,2023-11-27 08:46:41,4401.93017578125,cash,7790,2023-11-27 08:58:41,2023-11-27 09:22:41,Significantly Delayed,0.4,27,48,11,2023,0,0,8,0,0,2023-11-27,2023-11-27,0.016666666666666666,0.6,0,1,8.39002554730188,1,0,0
5932091553,80571942,2024-10-22 11:07:22,1269.1800537109375,card,5812,2024-10-22 11:26:22,2024-10-22 11:36:22,Slightly Delayed,0.1666666666666666,22,43,10,2024,1,0,11,0,0,2024-10-22,2024-10-22,0.006944444444444444,0.48333333333333334,0,0,7.146913943979113,1,0,0
5933289680,5751638,2023-12-07 04:30:24,2950.60009765625,wallet,9869,2023-12-07 04:49:24,2023-12-07 05:09:24,Significantly Delayed,0.3333333333333333,7,49,12,2023,3,0,4,0,0,2023-12-07,2023-12-07,0.013888888888888888,0.65,0,1,7.990102708270079,1,0,0
5934372451,56441247,2023-04-10 01:58:24,3355.510009765625,cash,9122,2023-04-10 02:10:24,2023-04-10 02:05:24,On Time,-0.0833333333333333,10,15,4,2023,0,0,1,0,1,2023-04-10,2023-04-10,-0.003472222222222222,0.11666666666666667,0,1,8.118657025577734,1,0,0
5936051107,83304462,2024-10-21 14:47:16,939.5499877929688,wallet,1813,2024-10-21 14:58:16,2024-10-21 15:10:16,Slightly Delayed,0.2,21,43,10,2024,0,0,14,0,0,2024-10-21,2024-10-21,0.008333333333333333,0.38333333333333336,0,0,6.84646479756042,1,0,0
5936301790,87059497,2024-06-21 19:09:09,3158.35009765625,cash,7424,2024-06-21 19:23:09,2024-06-21 19:26:09,On Time,0.05,21,25,6,2024,4,0,19,1,0,2024-06-21,2024-06-21,0.0020833333333333333,0.2833333333333333,0,1,8.058121620130295,1,0,0
5936596117,67729191,2024-10-25 12:09:18,3014.85009765625,card,6545,2024-10-25 12:28:18,2024-10-25 12:23:18,On Time,-0.0833333333333333,25,43,10,2024,4,0,12,0,1,2024-10-25,2024-10-25,-0.003472222222222222,0.23333333333333334,0,1,8.011637025524026,1,0,0
5936628691,47387512,2023-10-01 11:20:21,2943.169921875,upi,5691,2023-10-01 11:37:21,2023-10-01 11:49:21,Slightly Delayed,0.2,1,39,10,2023,6,1,11,0,0,2023-10-01,2023-10-01,0.008333333333333333,0.48333333333333334,0,1,7.9875821962113385,1,1,0
5937934264,90346920,2024-09-11 19:24:19,3551.14990234375,card,6621,2024-09-11 19:35:19,2024-09-11 19:50:19,Slightly Delayed,0.25,11,37,9,2024,2,0,19,1,0,2024-09-11,2024-09-11,0.010416666666666666,0.43333333333333335,0,1,8.175308305457987,1,0,0
5938542755,3408982,2023-07-31 17:01:37,2934.580078125,cash,5103,2023-07-31 17:18:37,2023-07-31 17:14:37,On Time,-0.0666666666666666,31,31,7,2023,0,0,17,0,1,2023-07-31,2023-07-31,-0.002777777777777778,0.21666666666666667,0,1,7.984660354343547,1,0,1
5939554684,3875480,2023-06-11 16:33:08,3071.719970703125,wallet,212,2023-06-11 16:47:08,2023-06-11 16:51:08,On Time,0.0666666666666666,11,23,6,2023,6,1,16,0,0,2023-06-11,2023-06-11,0.002777777777777778,0.3,0,1,8.030318432271525,1,0,0
5944464513,34095555,2023-03-25 16:40:17,1371.1700439453125,wallet,700,2023-03-25 16:57:17,2023-03-25 16:55:17,On Time,-0.0333333333333333,25,12,3,2023,5,1,16,0,1,2023-03-25,2023-03-25,-0.001388888888888889,0.25,0,0,7.22414873934171,1,0,0
5948575331,92038780,2024-05-09 22:57:09,2112.590087890625,card,4962,2024-05-09 23:12:09,2024-05-09 23:10:09,On Time,-0.0333333333333333,9,19,5,2024,3,0,22,1,1,2024-05-09,2024-05-09,-0.001388888888888889,0.21666666666666667,0,1,7.656143244076247,1,0,0
5948662456,35988028,2023-06-29 18:25:14,4187.66015625,card,4341,2023-06-29 18:45:14,2023-06-29 18:47:14,On Time,0.0333333333333333,29,26,6,2023,3,0,18,1,0,2023-06-29,2023-06-29,0.001388888888888889,0.36666666666666664,0,1,8.340136190000244,1,0,1
5951090793,27878182,2024-04-20 19:08:47,2143.889892578125,upi,7610,2024-04-20 19:26:47,2024-04-20 19:29:47,On Time,0.05,20,16,4,2024,5,1,19,1,0,2024-04-20,2024-04-20,0.0020833333333333333,0.35,0,1,7.670843497913168,1,0,0
5952886441,16420489,2024-03-12 11:22:17,3604.3798828125,wallet,5334,2024-03-12 11:39:17,2024-03-12 11:37:17,On Time,-0.0333333333333333,12,11,3,2024,1,0,11,0,1,2024-03-12,2024-03-12,-0.001388888888888889,0.25,0,1,8.190182420814338,1,0,0
5953376503,79169760,2024-05-25 03:53:54,650.2000122070312,wallet,3686,2024-05-25 04:08:54,2024-05-25 04:24:54,Significantly Delayed,0.2666666666666666,25,21,5,2024,5,1,3,0,0,2024-05-25,2024-05-25,0.011111111111111112,0.5166666666666667,0,0,6.478816833433772,1,0,0
5953426781,79135318,2023-12-10 11:26:07,3762.1298828125,upi,930,2023-12-10 11:44:07,2023-12-10 11:42:07,On Time,-0.0333333333333333,10,49,12,2023,6,1,11,0,1,2023-12-10,2023-12-10,-0.001388888888888889,0.26666666666666666,0,1,8.233006305759806,1,0,0
5953535252,79630614,2024-06-08 18:58:00,1693.8399658203125,upi,6004,2024-06-08 19:11:00,2024-06-08 19:07:00,On Time,-0.0666666666666666,8,23,6,2024,5,1,18,1,1,2024-06-08,2024-06-08,-0.002777777777777778,0.15,0,0,7.435343599911889,1,0,0
5956863364,24821281,2024-02-20 23:36:34,918.5800170898438,wallet,3838,2024-02-20 23:47:34,2024-02-20 23:55:34,Slightly Delayed,0.1333333333333333,20,8,2,2024,1,0,23,0,0,2024-02-20,2024-02-20,0.005555555555555556,0.31666666666666665,0,0,6.823917062650581,1,0,0
5960266785,97419742,2023-11-21 05:59:29,3443.159912109375,wallet,5546,2023-11-21 06:18:29,2023-11-21 06:15:29,On Time,-0.05,21,47,11,2023,1,0,5,0,1,2023-11-21,2023-11-21,-0.0020833333333333333,0.26666666666666666,0,1,8.144435296557193,1,0,0
5961051248,20834589,2024-10-28 20:12:29,3502.35009765625,cash,3409,2024-10-28 20:23:29,2024-10-28 20:26:29,On Time,0.05,28,44,10,2024,0,0,20,1,0,2024-10-28,2024-10-28,0.0020833333333333333,0.23333333333333334,0,1,8.161474960440605,1,0,0
5961097387,75474920,2023-08-27 04:34:57,2425.77001953125,wallet,6574,2023-08-27 04:53:57,2023-08-27 04:53:57,On Time,0.0,27,34,8,2023,6,1,4,0,1,2023-08-27,2023-08-27,0.0,0.31666666666666665,0,1,7.794316442081848,1,0,0
5964122835,14006996,2024-03-29 18:12:05,2305.0400390625,upi,9052,2024-03-29 18:29:05,2024-03-29 18:26:05,On Time,-0.05,29,13,3,2024,4,0,18,1,1,2024-03-29,2024-03-29,-0.0020833333333333333,0.23333333333333334,0,1,7.743287063671548,1,0,1
5965281449,17597449,2023-06-26 17:36:05,3412.110107421875,cash,3156,2023-06-26 17:51:05,2023-06-26 17:53:05,On Time,0.0333333333333333,26,26,6,2023,0,0,17,0,0,2023-06-26,2023-06-26,0.001388888888888889,0.2833333333333333,0,1,8.135379209570585,1,0,0
5966726971,57833505,2023-09-06 18:01:18,2597.419921875,wallet,4449,2023-09-06 18:16:18,2023-09-06 18:21:18,On Time,0.0833333333333333,6,36,9,2023,2,0,18,1,0,2023-09-06,2023-09-06,0.003472222222222222,0.3333333333333333,0,1,7.862658816915723,1,0,0
5967495442,77086074,2024-07-18 15:25:29,707.6699829101562,card,9906,2024-07-18 15:36:29,2024-07-18 15:47:29,Slightly Delayed,0.1833333333333333,18,29,7,2024,3,0,15,0,0,2024-07-18,2024-07-18,0.007638888888888889,0.36666666666666664,0,0,6.563389949776206,1,0,0
5969684091,13604883,2023-12-02 15:45:34,2571.469970703125,cash,2395,2023-12-02 15:56:34,2023-12-02 15:53:34,On Time,-0.05,2,48,12,2023,5,1,15,0,1,2023-12-02,2023-12-02,-0.0020833333333333333,0.13333333333333333,0,1,7.852621794444008,1,0,0
5970759669,26285589,2024-03-19 10:30:44,3168.8701171875,upi,3868,2024-03-19 10:42:44,2024-03-19 10:41:44,On Time,-0.0166666666666666,19,12,3,2024,1,0,10,0,1,2024-03-19,2024-03-19,-0.0006944444444444445,0.18333333333333332,0,1,8.061445893535874,1,0,0
5972410040,19179897,2024-08-11 07:22:14,1721.0799560546875,wallet,4388,2024-08-11 07:38:14,2024-08-11 07:41:14,On Time,0.05,11,32,8,2024,6,1,7,0,0,2024-08-11,2024-08-11,0.0020833333333333333,0.31666666666666665,0,0,7.451288115997247,1,0,0
5979489110,22161071,2023-09-07 07:49:52,2337.1201171875,card,5784,2023-09-07 08:03:52,2023-09-07 08:05:52,On Time,0.0333333333333333,7,36,9,2023,3,0,7,0,0,2023-09-07,2023-09-07,0.001388888888888889,0.26666666666666666,0,1,7.757102516754868,1,0,0
5980648426,23982977,2023-12-15 03:26:00,995.8699951171876,upi,3979,2023-12-15 03:43:00,2023-12-15 03:59:00,Significantly Delayed,0.2666666666666666,15,50,12,2023,4,0,3,0,0,2023-12-15,2023-12-15,0.011111111111111112,0.55,0,0,6.904620365388506,1,0,0
5982122427,6398761,2023-04-23 19:59:41,345.5400085449219,card,1333,2023-04-23 20:15:41,2023-04-23 20:18:41,On Time,0.05,23,16,4,2023,6,1,19,1,0,2023-04-23,2023-04-23,0.0020833333333333333,0.31666666666666665,0,0,5.847998276740523,1,0,0
5982829268,90038364,2023-04-01 04:32:39,2923.97998046875,cash,6399,2023-04-01 04:43:39,2023-04-01 04:43:39,On Time,0.0,1,13,4,2023,5,1,4,0,1,2023-04-01,2023-04-01,0.0,0.18333333333333332,0,1,7.981042915358347,1,1,0
5989265505,62742797,2024-03-15 04:11:36,3673.81005859375,card,4556,2024-03-15 04:27:36,2024-03-15 04:22:36,On Time,-0.0833333333333333,15,11,3,2024,4,0,4,0,1,2024-03-15,2024-03-15,-0.003472222222222222,0.18333333333333332,0,1,8.209256725574841,1,0,0
5990129875,87160527,2024-07-13 08:44:22,2192.830078125,upi,2222,2024-07-13 09:01:22,2024-07-13 09:16:22,Slightly Delayed,0.25,13,28,7,2024,5,1,8,0,0,2024-07-13,2024-07-13,0.010416666666666666,0.5333333333333333,0,1,7.693404189396966,1,0,0
5991829458,80850753,2023-08-12 07:02:02,4046.31005859375,upi,7607,2023-08-12 07:17:02,2023-08-12 07:14:02,On Time,-0.05,12,32,8,2023,5,1,7,0,1,2023-08-12,2023-08-12,-0.0020833333333333333,0.2,0,1,8.305807756370028,1,0,0
5992338333,9738801,2023-04-03 23:28:44,3121.0400390625,cash,4006,2023-04-03 23:47:44,2023-04-03 23:47:44,On Time,0.0,3,14,4,2023,0,0,23,0,1,2023-04-03,2023-04-03,0.0,0.31666666666666665,0,1,8.04624192580496,1,0,0
5995393950,64535602,2023-08-06 07:53:40,3434.889892578125,card,3722,2023-08-06 08:09:40,2023-08-06 08:07:40,On Time,-0.0333333333333333,6,31,8,2023,6,1,7,0,1,2023-08-06,2023-08-06,-0.001388888888888889,0.23333333333333334,0,1,8.142031237357312,1,0,0
5995819849,34787383,2023-08-19 04:16:08,2030.8800048828125,wallet,4317,2023-08-19 04:35:08,2023-08-19 04:44:08,Slightly Delayed,0.15,19,33,8,2023,5,1,4,0,0,2023-08-19,2023-08-19,0.00625,0.4666666666666667,0,0,7.616716754239541,1,0,0
5998035939,88324928,2024-02-22 01:21:53,3279.719970703125,card,2444,2024-02-22 01:33:53,2024-02-22 01:31:53,On Time,-0.0333333333333333,22,8,2,2024,3,0,1,0,1,2024-02-22,2024-02-22,-0.001388888888888889,0.16666666666666666,0,1,8.095818180554021,1,0,0
6000890622,62828341,2024-09-14 16:12:21,1826.219970703125,upi,2572,2024-09-14 16:26:21,2024-09-14 16:23:21,On Time,-0.05,14,37,9,2024,5,1,16,0,1,2024-09-14,2024-09-14,-0.0020833333333333333,0.18333333333333332,0,0,7.510550949077491,1,0,0
6006693867,24496983,2023-07-13 23:49:36,1371.1700439453125,card,9021,2023-07-14 00:02:36,2023-07-14 00:05:36,On Time,0.05,13,28,7,2023,3,0,23,0,0,2023-07-14,2023-07-14,0.0020833333333333333,0.26666666666666666,0,0,7.22414873934171,1,0,0
6009342120,59620534,2024-03-02 08:57:40,1402.9000244140625,wallet,5318,2024-03-02 09:13:40,2024-03-02 09:20:40,Slightly Delayed,0.1166666666666666,2,9,3,2024,5,1,8,0,0,2024-03-02,2024-03-02,0.004861111111111111,0.38333333333333336,0,0,7.247009374368077,1,0,0
6009732867,6982488,2024-08-02 07:29:36,2793.260009765625,cash,5502,2024-08-02 07:39:36,2024-08-02 07:34:36,On Time,-0.0833333333333333,2,31,8,2024,4,0,7,0,1,2024-08-02,2024-08-02,-0.003472222222222222,0.08333333333333333,0,1,7.935322595532052,1,0,0
6011117738,24337950,2024-01-07 10:51:31,2539.659912109375,card,5459,2024-01-07 11:01:31,2024-01-07 11:04:31,On Time,0.05,7,1,1,2024,6,1,10,0,0,2024-01-07,2024-01-07,0.0020833333333333333,0.21666666666666667,0,1,7.840179134185426,1,0,0
6012082951,88866835,2023-05-17 06:08:38,3669.77001953125,card,918,2023-05-17 06:23:38,2023-05-17 06:26:38,On Time,0.05,17,20,5,2023,2,0,6,0,0,2023-05-17,2023-05-17,0.0020833333333333333,0.3,0,1,8.208156733626785,1,0,0
6018805430,35358395,2023-09-04 07:24:40,4118.3701171875,card,1404,2023-09-04 07:37:40,2023-09-04 07:41:40,On Time,0.0666666666666666,4,36,9,2023,0,0,7,0,0,2023-09-04,2023-09-04,0.002777777777777778,0.2833333333333333,0,1,8.323455546477804,1,0,0
6023721507,8791577,2024-04-07 00:19:29,1849.030029296875,upi,158,2024-04-07 00:36:29,2024-04-07 00:35:29,On Time,-0.0166666666666666,7,14,4,2024,6,1,0,0,1,2024-04-07,2024-04-07,-0.0006944444444444445,0.26666666666666666,0,0,7.5229571499929975,1,0,0
6026842782,75928073,2024-08-27 19:51:30,2610.0,wallet,5333,2024-08-27 20:11:30,2024-08-27 20:10:30,On Time,-0.0166666666666666,27,35,8,2024,1,0,19,1,1,2024-08-27,2024-08-27,-0.0006944444444444445,0.31666666666666665,0,1,7.8674885686991285,1,0,0
6027355216,17929886,2023-06-27 20:49:55,2562.389892578125,card,8534,2023-06-27 21:07:55,2023-06-27 21:08:55,On Time,0.0166666666666666,27,26,6,2023,1,0,20,1,0,2023-06-27,2023-06-27,0.0006944444444444445,0.31666666666666665,0,1,7.8490858383130435,1,0,0
6029394789,7591711,2023-04-30 06:03:14,2118.0400390625,upi,637,2023-04-30 06:23:14,2023-04-30 06:32:14,Slightly Delayed,0.15,30,17,4,2023,6,1,6,0,0,2023-04-30,2023-04-30,0.00625,0.48333333333333334,0,1,7.658718453352882,1,0,1
6031122324,28603182,2024-06-25 15:25:20,3472.93994140625,upi,5583,2024-06-25 15:38:20,2024-06-25 15:39:20,On Time,0.0166666666666666,25,26,6,2024,1,0,15,0,0,2024-06-25,2024-06-25,0.0006944444444444445,0.23333333333333334,0,1,8.153044658628078,1,0,0
6032675432,63368244,2024-09-29 05:08:49,2708.7099609375,wallet,371,2024-09-29 05:22:49,2024-09-29 05:19:49,On Time,-0.05,29,39,9,2024,6,1,5,0,1,2024-09-29,2024-09-29,-0.0020833333333333333,0.18333333333333332,0,1,7.904596882661793,1,0,1
6033014029,29525287,2024-10-21 13:54:53,1534.72998046875,cash,6382,2024-10-21 14:09:53,2024-10-21 14:20:53,Slightly Delayed,0.1833333333333333,21,43,10,2024,0,0,13,0,0,2024-10-21,2024-10-21,0.007638888888888889,0.43333333333333335,0,0,7.33676110428839,1,0,0
6033660622,65618148,2023-04-12 15:11:35,1321.760009765625,wallet,6157,2023-04-12 15:24:35,2023-04-12 15:31:35,Slightly Delayed,0.1166666666666666,12,15,4,2023,2,0,15,0,0,2023-04-12,2023-04-12,0.004861111111111111,0.3333333333333333,0,0,7.187475749145989,1,0,0
6033878151,61226563,2023-11-11 18:32:19,572.02001953125,card,6219,2023-11-11 18:42:19,2023-11-11 18:37:19,On Time,-0.0833333333333333,11,45,11,2023,5,1,18,1,1,2023-11-11,2023-11-11,-0.003472222222222222,0.08333333333333333,0,0,6.350920654204331,1,0,0
6037541687,86067293,2023-12-10 22:25:05,681.9099731445312,wallet,7649,2023-12-10 22:43:05,2023-12-10 22:45:05,On Time,0.0333333333333333,10,49,12,2023,6,1,22,1,0,2023-12-10,2023-12-10,0.001388888888888889,0.3333333333333333,0,0,6.526363039967201,1,0,0
6037899648,22738465,2024-03-27 17:44:43,1231.030029296875,cash,914,2024-03-27 18:00:43,2024-03-27 18:04:43,On Time,0.0666666666666666,27,13,3,2024,2,0,17,0,0,2024-03-27,2024-03-27,0.002777777777777778,0.3333333333333333,0,0,7.116418518225696,1,0,0
6038240765,48002829,2023-05-27 00:19:57,1312.6199951171875,cash,1431,2023-05-27 00:30:57,2023-05-27 00:30:57,On Time,0.0,27,21,5,2023,5,1,0,0,1,2023-05-27,2023-05-27,0.0,0.18333333333333332,0,0,7.18054196020015,1,0,0
6039353394,86479284,2023-08-08 15:10:38,313.7699890136719,cash,4595,2023-08-08 15:29:38,2023-08-08 15:25:38,On Time,-0.0666666666666666,8,32,8,2023,1,0,15,0,1,2023-08-08,2023-08-08,-0.002777777777777778,0.25,0,0,5.751842178497044,1,0,0
6045698170,666589,2024-01-24 17:03:49,222.1499938964844,upi,3220,2024-01-24 17:14:49,2024-01-24 17:19:49,On Time,0.0833333333333333,24,4,1,2024,2,0,17,0,0,2024-01-24,2024-01-24,0.003472222222222222,0.26666666666666666,0,0,5.407844163723651,1,0,0
6047222755,78394303,2023-09-23 06:45:31,4715.1298828125,card,9177,2023-09-23 06:59:31,2023-09-23 06:58:31,On Time,-0.0166666666666666,23,38,9,2023,5,1,6,0,1,2023-09-23,2023-09-23,-0.0006944444444444445,0.21666666666666667,0,1,8.458743802162772,1,0,0
6048321120,24357425,2024-07-25 10:46:28,3163.1201171875,card,9343,2024-07-25 10:59:28,2024-07-25 11:07:28,Slightly Delayed,0.1333333333333333,25,30,7,2024,3,0,10,0,0,2024-07-25,2024-07-25,0.005555555555555556,0.35,0,1,8.059630291879804,1,0,0
6048604080,98218863,2023-09-06 02:01:23,5820.25,cash,7098,2023-09-06 02:19:23,2023-09-06 02:16:23,On Time,-0.05,6,36,9,2023,2,0,2,0,1,2023-09-06,2023-09-06,-0.0020833333333333333,0.25,0,1,8.669270294296586,1,0,0
6051792089,68906393,2024-07-23 21:53:14,2200.669921875,cash,8465,2024-07-23 22:07:14,2024-07-23 22:09:14,On Time,0.0333333333333333,23,30,7,2024,1,0,21,1,0,2024-07-23,2024-07-23,0.001388888888888889,0.26666666666666666,0,1,7.696971406807283,1,0,0
6054358790,59216664,2024-01-26 10:11:06,3217.699951171875,wallet,1880,2024-01-26 10:31:06,2024-01-26 10:26:06,On Time,-0.0833333333333333,26,4,1,2024,4,0,10,0,1,2024-01-26,2024-01-26,-0.003472222222222222,0.25,0,1,8.076732815140671,1,0,0
6056126973,48765625,2024-07-02 22:31:53,1172.68994140625,upi,1,2024-07-02 22:45:53,2024-07-02 22:45:53,On Time,0.0,2,27,7,2024,1,0,22,1,1,2024-07-02,2024-07-02,0.0,0.23333333333333334,0,0,7.0679078610823485,1,0,0
6060156146,92404798,2023-05-25 18:55:12,2318.89990234375,upi,1923,2023-05-25 19:10:12,2023-05-25 19:25:12,Slightly Delayed,0.25,25,21,5,2023,3,0,18,1,0,2023-05-25,2023-05-25,0.010416666666666666,0.5,0,1,7.749279318188073,1,0,0
6061353924,49241309,2024-03-03 22:15:37,1424.68994140625,wallet,5328,2024-03-03 22:26:37,2024-03-03 22:23:37,On Time,-0.05,3,9,3,2024,6,1,22,1,1,2024-03-03,2024-03-03,-0.0020833333333333333,0.13333333333333333,0,0,7.262411144938457,1,0,0
6065496420,12277039,2023-05-16 16:31:53,4299.16015625,cash,4918,2023-05-16 16:44:53,2023-05-16 16:55:53,Slightly Delayed,0.1833333333333333,16,20,5,2023,1,0,16,0,0,2023-05-16,2023-05-16,0.007638888888888889,0.4,0,1,8.366407546627586,1,0,0
6065607924,91868185,2024-05-08 08:15:44,965.8800048828124,upi,6894,2024-05-08 08:33:44,2024-05-08 08:32:44,On Time,-0.0166666666666666,8,19,5,2024,2,0,8,0,1,2024-05-08,2024-05-08,-0.0006944444444444445,0.2833333333333333,0,0,6.874074397663319,1,0,0
6067839426,30317733,2023-08-24 08:03:08,1268.6700439453125,cash,4863,2023-08-24 08:23:08,2023-08-24 08:22:08,On Time,-0.0166666666666666,24,34,8,2023,3,0,8,0,1,2023-08-24,2023-08-24,-0.0006944444444444445,0.31666666666666665,0,0,7.146512337779637,1,0,0
6070154414,45052594,2023-06-19 19:05:34,2471.110107421875,cash,4484,2023-06-19 19:24:34,2023-06-19 19:29:34,On Time,0.0833333333333333,19,25,6,2023,0,0,19,1,0,2023-06-19,2023-06-19,0.003472222222222222,0.4,0,1,7.812827359422951,1,0,0
6074172790,14944819,2023-07-26 02:15:37,2008.8399658203125,wallet,4057,2023-07-26 02:26:37,2023-07-26 02:30:37,On Time,0.0666666666666666,26,30,7,2023,2,0,2,0,0,2023-07-26,2023-07-26,0.002777777777777778,0.25,0,0,7.605810378888491,1,0,0
6074313668,77614510,2024-09-27 10:46:46,277.760009765625,cash,4921,2024-09-27 10:57:46,2024-09-27 11:02:46,On Time,0.0833333333333333,27,39,9,2024,4,0,10,0,0,2024-09-27,2024-09-27,0.003472222222222222,0.26666666666666666,0,0,5.630351231602693,1,0,0
6074452586,78806824,2023-09-01 08:30:26,81.3499984741211,cash,5358,2023-09-01 08:46:26,2023-09-01 08:50:26,On Time,0.0666666666666666,1,35,9,2023,4,0,8,0,0,2023-09-01,2023-09-01,0.002777777777777778,0.3333333333333333,0,0,4.410978438094458,1,1,0
6074743537,32797235,2024-09-12 06:33:08,431.3699951171875,wallet,2135,2024-09-12 06:43:08,2024-09-12 06:44:08,On Time,0.0166666666666666,12,37,9,2024,3,0,6,0,0,2024-09-12,2024-09-12,0.0006944444444444445,0.18333333333333332,0,0,6.069281691861486,1,0,0
