campaign_id,campaign_name,date,channel,impressions,clicks,conversions,spend,revenue_generated
444130,Email Campaign,2024-07-30,Social Media,8942.0,304.0,58.0,2716.610107421875,8999.76953125
444297,Referral Program,2024-08-07,SMS,2404.0,405.0,45.0,4884.7998046875,9128.8896484375
444700,Email Campaign,2024-10-19,App,3648.0,917.0,65.0,1167.1099853515625,9601.2099609375
445119,Flash Sale,2023-11-13,Social Media,3090.0,730.0,99.0,2953.68994140625,6852.18017578125
445777,Membership Drive,2023-07-08,Email,1903.0,298.0,32.0,2610.6298828125,7130.27001953125
445847,Category Promotion,2024-05-21,Email,8107.0,996.0,87.0,2741.340087890625,8685.9697265625
446559,Email Campaign,2024-10-21,Email,4395.0,786.0,53.0,1766.030029296875,4554.830078125
446694,Membership Drive,2023-07-27,SMS,9910.0,646.0,29.0,2046.9300537109375,7452.2998046875
446826,Membership Drive,2023-09-13,SMS,9810.0,725.0,10.0,4323.83984375,2725.81005859375
446966,Category Promotion,2024-08-05,SMS,6672.0,150.0,26.0,1561.050048828125,7916.22998046875
447012,Flash Sale,2024-10-02,SMS,1064.0,821.0,98.0,1401.4100341796875,8632.01953125
447080,App Push Notification,2024-01-16,SMS,5967.0,320.0,78.0,2173.06005859375,7394.68017578125
447102,Email Campaign,2023-05-25,Email,6240.0,245.0,85.0,2035.800048828125,7839.1201171875
447219,Referral Program,2023-08-23,App,2281.0,466.0,41.0,1256.3199462890625,5274.740234375
447700,Membership Drive,2023-05-31,Social Media,6671.0,803.0,49.0,4763.330078125,5684.5498046875
447921,Membership Drive,2024-05-15,Email,8150.0,682.0,11.0,1794.5400390625,6159.259765625
448004,Referral Program,2024-03-13,Email,2159.0,382.0,75.0,2388.840087890625,2231.22998046875
448094,Category Promotion,2023-05-21,Email,4837.0,492.0,78.0,2551.81005859375,3954.97998046875
448415,Flash Sale,2023-05-16,App,8967.0,126.0,79.0,4963.72021484375,8440.25
448860,Membership Drive,2024-10-28,Email,2775.0,396.0,33.0,4290.97998046875,8723.83984375
448863,New User Discount,2023-10-19,SMS,2293.0,857.0,63.0,3587.6298828125,4547.35986328125
448908,Referral Program,2023-03-19,SMS,9662.0,957.0,10.0,2782.6201171875,8041.16015625
448987,Referral Program,2023-12-15,SMS,4839.0,450.0,45.0,4004.610107421875,5081.0498046875
449091,Referral Program,2023-04-05,SMS,9999.0,712.0,69.0,1239.219970703125,9901.6201171875
449505,New User Discount,2024-01-11,Email,3360.0,755.0,35.0,4270.81982421875,3158.530029296875
449624,Festival Offer,2024-03-07,App,5643.0,341.0,72.0,2692.7900390625,6083.6298828125
449695,Festival Offer,2023-12-28,App,6696.0,381.0,92.0,3610.93994140625,5311.080078125
449708,Weekend Special,2023-03-26,Email,9486.0,982.0,82.0,3393.14990234375,6056.8798828125
449822,New User Discount,2024-01-20,App,3016.0,649.0,98.0,1709.4599609375,5833.6201171875
450016,Category Promotion,2024-09-12,SMS,4649.0,616.0,40.0,1285.75,2689.60009765625
450475,Festival Offer,2023-08-14,Email,9492.0,131.0,91.0,3233.89990234375,3478.300048828125
450969,Email Campaign,2024-04-25,Email,1083.0,329.0,30.0,1365.3199462890625,5193.669921875
451132,Category Promotion,2023-06-11,Email,2417.0,717.0,45.0,4175.39013671875,3018.219970703125
451408,Membership Drive,2023-03-22,Email,7310.0,380.0,78.0,2233.47998046875,7492.1201171875
451453,Festival Offer,2023-10-01,Social Media,1738.0,767.0,47.0,2611.4599609375,2744.760009765625
451486,Email Campaign,2024-07-23,App,8047.0,645.0,63.0,1257.3900146484375,8013.8798828125
451804,Referral Program,2024-03-22,Social Media,8259.0,555.0,25.0,4768.81005859375,8200.169921875
452030,Festival Offer,2023-08-03,App,2781.0,461.0,11.0,2077.2099609375,7737.85986328125
452054,New User Discount,2023-04-23,App,4448.0,846.0,55.0,4622.39013671875,4638.009765625
452360,Festival Offer,2023-09-10,Social Media,9119.0,238.0,11.0,3218.780029296875,3661.7099609375
452388,App Push Notification,2023-07-18,SMS,3887.0,774.0,91.0,4840.77978515625,5814.27978515625
452767,App Push Notification,2024-05-28,Social Media,3867.0,922.0,11.0,1472.0699462890625,4442.8701171875
452929,App Push Notification,2024-10-06,Email,3100.0,710.0,37.0,4313.18017578125,7681.83984375
453227,Weekend Special,2024-07-15,SMS,8831.0,989.0,48.0,1549.719970703125,9329.400390625
453312,Email Campaign,2024-10-28,App,1618.0,301.0,32.0,3165.3701171875,7731.7900390625
453389,App Push Notification,2024-08-10,Social Media,6273.0,892.0,64.0,3483.919921875,2110.22998046875
453747,Category Promotion,2024-02-12,SMS,8606.0,323.0,71.0,2345.449951171875,8908.4501953125
453934,Category Promotion,2023-07-27,Social Media,6662.0,407.0,76.0,3597.929931640625,8648.4599609375
454301,New User Discount,2024-10-04,Email,5611.0,206.0,73.0,4129.009765625,7558.83984375
454374,Category Promotion,2024-07-24,Social Media,7356.0,656.0,68.0,3513.47998046875,9177.6796875
454551,Referral Program,2024-06-12,Email,5645.0,397.0,20.0,3046.60009765625,7455.60986328125
454633,App Push Notification,2023-11-10,Social Media,6169.0,428.0,80.0,2093.2099609375,6008.77978515625
454884,Referral Program,2023-08-07,SMS,5771.0,600.0,79.0,3443.9599609375,8600.58984375
455126,Weekend Special,2023-09-05,Social Media,2191.0,632.0,14.0,4562.509765625,7901.47021484375
455642,Email Campaign,2024-07-17,App,7149.0,608.0,38.0,3935.110107421875,5006.08984375
456050,Weekend Special,2024-06-29,Email,1044.0,882.0,94.0,4013.8798828125,6635.47998046875
456116,Festival Offer,2023-05-03,Social Media,4998.0,868.0,85.0,3359.47998046875,2183.800048828125
456161,Flash Sale,2023-07-24,Email,8532.0,630.0,73.0,1073.6300048828125,9159.400390625
456168,Referral Program,2024-09-15,SMS,7195.0,293.0,73.0,1933.06005859375,8067.77001953125
456276,Flash Sale,2023-12-20,SMS,5544.0,107.0,24.0,3753.590087890625,2325.219970703125
456390,Category Promotion,2024-02-10,SMS,8561.0,196.0,66.0,1839.800048828125,2427.610107421875
456764,App Push Notification,2023-04-20,App,9425.0,243.0,37.0,3016.75,8671.9404296875
456999,Referral Program,2024-08-20,Social Media,4991.0,167.0,76.0,2636.9599609375,2751.969970703125
457174,Festival Offer,2024-02-29,Email,2216.0,167.0,67.0,3620.469970703125,4904.1298828125
457471,Weekend Special,2024-02-07,Social Media,6583.0,663.0,18.0,4755.6201171875,3096.530029296875
457586,Flash Sale,2023-09-24,App,1030.0,318.0,90.0,2814.429931640625,6927.10009765625
457659,App Push Notification,2023-06-28,SMS,1427.0,841.0,79.0,4081.5400390625,3219.340087890625
457791,Festival Offer,2023-06-09,App,3149.0,234.0,11.0,1315.219970703125,6559.490234375
457841,New User Discount,2024-10-23,SMS,8261.0,557.0,54.0,2599.300048828125,3748.909912109375
458083,Referral Program,2024-04-19,Social Media,5168.0,298.0,13.0,1762.77001953125,4785.669921875
458235,New User Discount,2024-08-30,App,4669.0,246.0,11.0,4396.39990234375,7134.60009765625
458372,Email Campaign,2023-05-04,App,4808.0,158.0,26.0,3325.72998046875,3019.0
458463,App Push Notification,2024-02-10,SMS,2968.0,520.0,14.0,4438.009765625,9058.7099609375
458622,Category Promotion,2023-08-10,Email,9661.0,485.0,15.0,4573.43994140625,6586.52978515625
458719,Festival Offer,2024-02-11,Email,5236.0,762.0,73.0,1574.260009765625,5418.52001953125
458781,Email Campaign,2023-07-12,Email,2916.0,469.0,63.0,1847.1400146484375,5549.7998046875
458783,New User Discount,2023-04-06,Email,2005.0,226.0,46.0,2727.18994140625,3898.02001953125
458854,Referral Program,2023-08-16,Email,2371.0,902.0,45.0,3577.080078125,6019.16015625
458871,Membership Drive,2023-04-12,Email,3564.0,633.0,12.0,1458.280029296875,6504.1298828125
459051,Flash Sale,2024-05-08,SMS,3156.0,516.0,92.0,1828.72998046875,3397.56005859375
459371,Membership Drive,2024-02-10,App,5453.0,934.0,67.0,1980.260009765625,8425.9501953125
459615,Email Campaign,2023-05-05,Email,6571.0,635.0,91.0,2183.68994140625,7923.8798828125
459974,Email Campaign,2024-04-21,App,3660.0,771.0,29.0,3543.530029296875,3912.56005859375
460293,Category Promotion,2024-09-24,Email,4442.0,846.0,61.0,2295.68994140625,5534.22998046875
460399,Flash Sale,2023-07-22,Email,5466.0,433.0,36.0,3896.949951171875,3969.75
460602,Email Campaign,2024-08-09,SMS,6683.0,736.0,69.0,2693.64990234375,8936.0595703125
460778,Email Campaign,2023-04-20,Email,7107.0,734.0,62.0,4143.830078125,5436.41015625
460882,App Push Notification,2023-09-07,Email,8744.0,732.0,85.0,3175.860107421875,6528.68017578125
460964,App Push Notification,2024-10-16,SMS,5570.0,150.0,37.0,2175.550048828125,2538.179931640625
461129,Email Campaign,2023-03-17,Email,3569.0,568.0,10.0,4246.47021484375,5880.419921875
461382,Membership Drive,2024-04-23,Social Media,4577.0,189.0,94.0,4650.10986328125,6711.990234375
461527,Referral Program,2024-07-05,App,7153.0,641.0,98.0,4563.68017578125,8629.7900390625
461552,Referral Program,2023-05-05,Email,1897.0,170.0,36.0,2828.31005859375,5297.27001953125
461849,Category Promotion,2023-09-16,App,6331.0,672.0,73.0,4634.58984375,2307.89990234375
462196,Festival Offer,2023-12-10,Social Media,5699.0,174.0,82.0,2112.06005859375,2325.2099609375
462395,Email Campaign,2023-06-07,SMS,7274.0,873.0,98.0,1153.4300537109375,8169.68017578125
463037,Weekend Special,2024-02-20,Email,1726.0,400.0,33.0,4775.27001953125,7903.93994140625
463287,Weekend Special,2024-01-30,Email,9682.0,851.0,68.0,2819.199951171875,3798.080078125
463402,Category Promotion,2023-10-15,SMS,2883.0,882.0,98.0,2633.7900390625,3800.860107421875
463464,Flash Sale,2023-04-27,SMS,6183.0,918.0,32.0,4814.3798828125,6086.31982421875
463470,Membership Drive,2024-10-17,Email,4866.0,843.0,10.0,2036.4300537109375,9742.66015625
464709,New User Discount,2023-09-17,SMS,1584.0,382.0,83.0,2575.590087890625,2758.360107421875
464727,Referral Program,2023-05-24,App,4373.0,686.0,98.0,3671.760009765625,4587.08984375
464736,Flash Sale,2024-07-19,Social Media,7155.0,158.0,92.0,1324.52001953125,4773.4599609375
464790,Flash Sale,2024-04-26,SMS,1293.0,256.0,67.0,3884.889892578125,9946.599609375
464900,Category Promotion,2024-04-05,Email,4353.0,369.0,99.0,1819.469970703125,4778.97021484375
465005,Email Campaign,2024-06-23,SMS,3781.0,785.0,17.0,1003.739990234375,2537.580078125
465420,Weekend Special,2023-09-23,App,7509.0,345.0,21.0,1912.3299560546875,2299.669921875
465432,New User Discount,2023-06-28,Email,3987.0,549.0,64.0,4470.490234375,3372.469970703125
465503,Flash Sale,2023-05-11,Email,1263.0,154.0,68.0,2137.679931640625,4163.68994140625
465629,Flash Sale,2024-02-07,Email,1247.0,869.0,57.0,2702.93994140625,8394.259765625
465804,Flash Sale,2024-01-06,Social Media,6628.0,346.0,77.0,2418.6201171875,3591.110107421875
465848,App Push Notification,2023-10-09,Email,7099.0,477.0,52.0,1171.550048828125,7873.60986328125
465849,Membership Drive,2024-04-14,App,3801.0,453.0,33.0,4754.58984375,3831.330078125
465873,App Push Notification,2023-06-04,App,4749.0,168.0,97.0,2996.449951171875,3237.6201171875
465937,Membership Drive,2024-06-30,SMS,7461.0,762.0,17.0,3075.89990234375,4295.43017578125
466271,Email Campaign,2023-03-21,SMS,9879.0,537.0,85.0,1389.989990234375,8628.2802734375
466313,Category Promotion,2023-09-20,Social Media,7657.0,743.0,11.0,4179.259765625,2108.179931640625
466346,Email Campaign,2023-10-02,Social Media,3077.0,265.0,30.0,1423.5899658203125,4009.010009765625
466430,Flash Sale,2024-01-05,SMS,1933.0,743.0,80.0,3073.090087890625,5348.33984375
466749,Email Campaign,2023-10-15,App,5048.0,445.0,64.0,2302.75,3544.85009765625
467373,Weekend Special,2024-07-12,Social Media,5335.0,693.0,76.0,3427.389892578125,8500.5400390625
467722,Flash Sale,2023-04-05,SMS,3655.0,280.0,53.0,4906.10009765625,7788.7900390625
467804,Referral Program,2023-11-29,App,3473.0,303.0,82.0,1949.68994140625,6656.080078125
467912,Category Promotion,2024-10-29,SMS,3949.0,486.0,87.0,4568.6298828125,9613.16015625
467919,Festival Offer,2023-04-10,App,7596.0,500.0,58.0,4690.2900390625,3764.1201171875
468081,Email Campaign,2024-03-25,Email,7219.0,470.0,40.0,1036.9599609375,5590.68017578125
468176,Category Promotion,2023-07-19,App,4047.0,937.0,94.0,2269.360107421875,3907.2900390625
468357,Category Promotion,2024-08-16,SMS,3870.0,540.0,26.0,1014.9099731445312,3603.2900390625
468423,Referral Program,2024-10-28,Email,1927.0,298.0,96.0,2617.580078125,9553.4404296875
468655,Flash Sale,2023-08-11,Email,8302.0,777.0,69.0,3357.199951171875,6681.97998046875
468772,Category Promotion,2023-06-13,Social Media,8638.0,249.0,10.0,4008.52001953125,2585.2099609375
469496,Flash Sale,2023-08-05,App,5835.0,528.0,82.0,4361.3798828125,3264.47998046875
469575,App Push Notification,2023-04-04,Email,5340.0,226.0,93.0,2312.989990234375,8791.83984375
470567,New User Discount,2023-10-15,App,6576.0,768.0,86.0,2674.85009765625,5872.52978515625
470591,Membership Drive,2023-05-13,Social Media,5111.0,625.0,10.0,2761.909912109375,9749.5703125
471367,Email Campaign,2023-07-21,SMS,7792.0,249.0,50.0,4589.5498046875,5300.5
471493,Referral Program,2024-07-26,Email,6334.0,113.0,22.0,3399.330078125,9732.1298828125
472032,Flash Sale,2023-09-08,SMS,8532.0,105.0,81.0,2293.409912109375,7597.14990234375
472255,New User Discount,2023-08-21,Social Media,4608.0,975.0,66.0,2032.969970703125,2351.02001953125
472262,Festival Offer,2023-09-27,App,9093.0,706.0,85.0,4347.60009765625,9824.3203125
472481,Email Campaign,2023-12-28,Email,2606.0,845.0,68.0,4981.8701171875,2038.510009765625
472639,Festival Offer,2023-10-31,Email,1532.0,831.0,67.0,2447.7900390625,9609.8896484375
472731,Email Campaign,2024-04-20,App,1297.0,538.0,70.0,4118.7998046875,6117.89013671875
472849,Festival Offer,2023-07-04,SMS,3167.0,523.0,73.0,2135.1201171875,9346.009765625
472970,Membership Drive,2023-11-28,App,8212.0,143.0,19.0,1379.7099609375,2584.239990234375
473121,Festival Offer,2024-08-08,Social Media,9020.0,801.0,60.0,1907.550048828125,9281.6201171875
473315,App Push Notification,2024-11-01,Email,5817.0,987.0,53.0,4371.39990234375,5119.8701171875
474151,Membership Drive,2024-04-22,Social Media,9824.0,901.0,18.0,2241.39990234375,7013.97021484375
474425,Flash Sale,2023-08-15,App,2036.0,724.0,49.0,2680.22998046875,7202.10009765625
474641,Flash Sale,2024-02-13,App,2224.0,290.0,58.0,3194.449951171875,4646.72998046875
474751,Weekend Special,2024-09-04,Email,4519.0,565.0,78.0,4355.169921875,6566.89990234375
474850,Category Promotion,2024-03-01,App,4710.0,566.0,27.0,4846.93017578125,8794.900390625
475354,Membership Drive,2024-05-08,Email,1204.0,780.0,66.0,1048.489990234375,6226.580078125
476080,Festival Offer,2024-08-18,Email,9612.0,745.0,92.0,2067.7900390625,8478.7197265625
476221,Email Campaign,2023-05-18,Email,8932.0,868.0,95.0,2019.800048828125,8469.7197265625
476429,Category Promotion,2024-10-07,SMS,2581.0,723.0,33.0,3518.260009765625,8412.23046875
476911,Membership Drive,2024-02-05,Email,6364.0,164.0,65.0,4108.66015625,5285.58984375
477031,Referral Program,2023-10-10,App,7713.0,489.0,18.0,2855.1201171875,3520.739990234375
477556,App Push Notification,2024-08-03,App,1805.0,555.0,98.0,1845.0400390625,4581.490234375
477804,New User Discount,2024-02-23,Email,9471.0,410.0,68.0,1835.7900390625,4825.93994140625
478313,Referral Program,2023-11-07,App,2985.0,468.0,83.0,1845.5999755859375,3446.0
478646,Category Promotion,2023-04-29,Email,1112.0,322.0,64.0,1715.260009765625,6831.31982421875
479178,Flash Sale,2023-04-10,App,4037.0,401.0,14.0,2404.75,7676.7099609375
479353,Category Promotion,2023-03-20,Email,5989.0,799.0,46.0,2310.4599609375,3576.47998046875
479381,Category Promotion,2024-10-14,Email,5884.0,689.0,14.0,2415.080078125,3067.780029296875
479479,Membership Drive,2023-09-08,Social Media,9557.0,316.0,95.0,4513.64013671875,8338.599609375
479531,New User Discount,2024-06-12,App,8723.0,937.0,16.0,1465.3699951171875,7069.759765625
479548,Membership Drive,2023-05-01,App,9198.0,125.0,20.0,3370.409912109375,8731.990234375
479615,Email Campaign,2024-08-21,Social Media,3825.0,833.0,42.0,2206.949951171875,8674.759765625
479664,Referral Program,2024-05-02,Social Media,5145.0,841.0,84.0,3655.35009765625,6967.580078125
479724,Referral Program,2024-09-19,App,9627.0,720.0,31.0,3389.340087890625,3333.860107421875
479853,App Push Notification,2024-10-20,SMS,6870.0,227.0,92.0,4219.18017578125,4713.08984375
480113,Email Campaign,2024-07-27,Email,3254.0,974.0,82.0,1366.9000244140625,8439.5595703125
480269,Category Promotion,2024-06-14,Social Media,8583.0,248.0,87.0,4772.7099609375,9982.9501953125
480278,Category Promotion,2024-02-22,SMS,6277.0,850.0,92.0,4954.10009765625,2399.679931640625
480513,App Push Notification,2024-01-26,Email,8006.0,613.0,23.0,1764.1400146484375,9034.26953125
480767,Festival Offer,2024-10-08,SMS,8249.0,570.0,76.0,2213.81005859375,5793.06982421875
481246,Email Campaign,2023-08-17,SMS,2778.0,575.0,49.0,1093.5,2021.550048828125
481401,Flash Sale,2024-01-25,App,2124.0,327.0,47.0,2662.489990234375,7003.85986328125
481412,Referral Program,2024-03-31,App,8858.0,135.0,12.0,1032.93994140625,8122.27001953125
481432,Category Promotion,2024-06-24,Email,5516.0,566.0,67.0,4108.22998046875,6037.2099609375
481541,Weekend Special,2024-08-24,Email,6351.0,682.0,51.0,1795.7099609375,6040.66015625
481626,New User Discount,2024-06-05,Social Media,3978.0,259.0,96.0,1085.6099853515625,8925.349609375
481810,Referral Program,2024-03-19,App,9717.0,151.0,93.0,3297.10009765625,4659.47021484375
482417,Category Promotion,2024-02-17,Social Media,4629.0,963.0,68.0,4988.240234375,2115.719970703125
482783,New User Discount,2024-06-20,SMS,8120.0,243.0,37.0,4961.68994140625,7083.77001953125
482904,New User Discount,2023-11-20,App,1557.0,812.0,86.0,1863.239990234375,7600.5498046875
483179,App Push Notification,2023-05-13,Social Media,8467.0,947.0,36.0,2846.469970703125,6271.58984375
483473,Festival Offer,2024-07-26,Social Media,4114.0,604.0,61.0,4844.6201171875,4186.85986328125
484219,Weekend Special,2024-01-29,SMS,9620.0,586.0,61.0,2333.169921875,6587.3798828125
484254,Membership Drive,2024-01-20,App,5901.0,585.0,74.0,4356.5,2753.6298828125
484374,Weekend Special,2023-11-09,App,7234.0,786.0,36.0,4926.72021484375,6198.9501953125
484910,New User Discount,2024-05-30,Social Media,7822.0,146.0,69.0,3143.169921875,5513.919921875
484927,Membership Drive,2023-12-21,SMS,2382.0,932.0,12.0,1499.989990234375,9226.7099609375
484945,Category Promotion,2024-03-04,Email,3199.0,585.0,86.0,1137.800048828125,9165.48046875
485002,Email Campaign,2023-07-03,SMS,8698.0,897.0,15.0,1880.52001953125,6117.56982421875
485029,Weekend Special,2023-09-04,Email,2702.0,302.0,24.0,4433.0,5816.419921875
485208,App Push Notification,2024-02-15,SMS,1191.0,165.0,27.0,3463.610107421875,8349.3203125
485822,New User Discount,2024-04-23,Email,3056.0,418.0,20.0,1141.030029296875,5844.080078125
485933,New User Discount,2023-06-07,Email,1297.0,583.0,77.0,1984.3699951171875,9403.2998046875
486159,Membership Drive,2024-04-04,App,8942.0,658.0,66.0,4048.530029296875,5065.56982421875
486236,Membership Drive,2024-07-13,App,8939.0,623.0,57.0,4589.3701171875,5138.8701171875
486379,Weekend Special,2024-03-09,SMS,4771.0,786.0,52.0,4744.1201171875,2079.610107421875
486447,Referral Program,2023-06-05,App,1983.0,800.0,54.0,3361.02001953125,8495.1796875
486618,Flash Sale,2024-08-08,App,4476.0,180.0,94.0,3607.25,3592.429931640625
486620,Flash Sale,2024-03-19,App,1522.0,956.0,90.0,4510.68017578125,7902.93017578125
486644,Festival Offer,2024-03-03,Social Media,5925.0,579.0,64.0,3978.389892578125,8774.490234375
486724,Referral Program,2023-10-12,App,4487.0,747.0,39.0,4419.18017578125,4570.91015625
486795,Weekend Special,2023-09-09,Email,1413.0,359.0,83.0,1392.02001953125,7184.1298828125
487032,Email Campaign,2023-03-24,Social Media,1305.0,912.0,44.0,3755.139892578125,3285.469970703125
487105,Flash Sale,2024-05-18,Social Media,6341.0,455.0,67.0,4827.3798828125,6339.97021484375
487151,Category Promotion,2024-10-15,Social Media,3416.0,685.0,98.0,4018.360107421875,2170.93994140625
487623,Category Promotion,2023-09-30,App,4966.0,613.0,23.0,3175.429931640625,4100.39990234375
487782,Flash Sale,2024-10-12,Email,1732.0,919.0,93.0,3754.679931640625,4181.58984375
487893,Email Campaign,2023-05-06,Email,1874.0,845.0,13.0,3704.75,5271.18017578125
488006,Flash Sale,2024-06-03,App,3201.0,653.0,75.0,3663.3701171875,9926.0302734375
488693,Membership Drive,2024-05-10,SMS,5446.0,382.0,84.0,3587.56005859375,7863.759765625
488877,Category Promotion,2024-04-20,SMS,7456.0,249.0,83.0,1989.6700439453125,4492.68994140625
488912,New User Discount,2023-10-05,Email,5891.0,902.0,77.0,2329.85009765625,6945.22998046875
488960,Festival Offer,2024-08-02,Social Media,8330.0,595.0,34.0,1881.6600341796875,2127.85009765625
489018,App Push Notification,2024-05-30,Email,7706.0,570.0,81.0,3652.090087890625,7212.39013671875
489080,Flash Sale,2023-06-02,App,4785.0,332.0,76.0,1890.8900146484375,9344.1796875
489132,Festival Offer,2024-10-23,Social Media,4553.0,469.0,12.0,2363.93994140625,6845.16015625
489148,Festival Offer,2023-10-10,SMS,4899.0,250.0,52.0,1411.4300537109375,8944.1796875
489155,Weekend Special,2024-02-09,App,1940.0,943.0,77.0,3433.510009765625,4119.7900390625
489166,Email Campaign,2023-05-15,Social Media,3093.0,203.0,78.0,1610.75,9035.58984375
489333,Email Campaign,2024-01-25,Social Media,3501.0,997.0,88.0,3639.02001953125,3107.340087890625
489367,Category Promotion,2023-04-23,Email,5757.0,670.0,38.0,3584.10009765625,3067.070068359375
489372,Email Campaign,2024-02-12,SMS,1351.0,150.0,85.0,1048.5799560546875,2684.64990234375
489457,Flash Sale,2023-06-24,Social Media,4742.0,749.0,78.0,3823.169921875,5749.47021484375
489464,Festival Offer,2023-04-20,SMS,1309.0,350.0,100.0,2826.8798828125,6372.39990234375
489503,Festival Offer,2024-05-07,App,6590.0,431.0,86.0,2450.5,5163.35009765625
489774,App Push Notification,2023-11-01,App,7006.0,464.0,29.0,1777.300048828125,8981.2001953125
489885,Email Campaign,2024-05-24,SMS,1874.0,759.0,60.0,2766.3701171875,8482.1103515625
490074,Flash Sale,2024-08-16,Email,2510.0,849.0,67.0,2284.0,6449.759765625
490083,Flash Sale,2024-10-18,App,8394.0,490.0,95.0,1419.5899658203125,2756.889892578125
490094,Flash Sale,2023-05-21,App,7155.0,631.0,56.0,4854.83984375,5559.43994140625
490117,Email Campaign,2024-01-29,Email,7312.0,676.0,55.0,4393.259765625,5675.830078125
490143,Category Promotion,2023-08-13,SMS,9843.0,808.0,52.0,3089.550048828125,6218.6201171875
490223,Flash Sale,2024-08-07,App,4722.0,950.0,88.0,3983.590087890625,7305.39990234375
490363,Email Campaign,2024-03-11,App,9379.0,677.0,47.0,3070.47998046875,2785.8798828125
490387,App Push Notification,2024-08-31,SMS,5523.0,692.0,70.0,1092.0899658203125,4661.35986328125
490580,App Push Notification,2024-03-25,App,8382.0,426.0,65.0,4561.830078125,3639.580078125
490727,Category Promotion,2024-10-30,SMS,7583.0,501.0,30.0,4937.7001953125,8031.5498046875
490812,Category Promotion,2024-01-16,Email,1918.0,308.0,57.0,3150.050048828125,9714.4501953125
490836,Festival Offer,2024-03-25,Social Media,8648.0,844.0,39.0,4735.080078125,2710.449951171875
491022,Weekend Special,2023-04-20,App,2096.0,582.0,52.0,2327.739990234375,4705.85009765625
491541,Flash Sale,2023-10-01,Email,9868.0,751.0,32.0,4495.830078125,7148.1298828125
491855,Flash Sale,2023-06-12,Social Media,4931.0,935.0,59.0,2284.239990234375,2661.2099609375
492020,New User Discount,2023-12-09,SMS,2426.0,390.0,63.0,3733.7900390625,6412.9501953125
492194,Referral Program,2023-04-25,Social Media,2341.0,674.0,70.0,1363.3299560546875,2589.949951171875
492367,Weekend Special,2024-07-25,SMS,2707.0,193.0,92.0,4107.16015625,3062.0
492382,Referral Program,2023-04-19,Social Media,2893.0,245.0,11.0,4754.6201171875,2937.320068359375
493290,Flash Sale,2023-06-23,App,5068.0,891.0,48.0,2854.050048828125,3892.110107421875
493317,Category Promotion,2023-03-17,Social Media,5216.0,860.0,34.0,3922.530029296875,7701.25
493848,Weekend Special,2023-07-14,App,8602.0,958.0,90.0,1964.280029296875,4369.60986328125
493997,Referral Program,2024-04-01,Social Media,8154.0,116.0,79.0,1874.2900390625,7789.97998046875
494048,Category Promotion,2023-11-01,Social Media,9384.0,236.0,15.0,2754.699951171875,6078.22021484375
494260,Referral Program,2024-03-04,App,8222.0,586.0,20.0,4828.35986328125,3839.77001953125
494504,Email Campaign,2024-04-17,Social Media,4872.0,378.0,58.0,3927.0400390625,4799.35009765625
494867,Festival Offer,2024-10-19,Social Media,4586.0,977.0,87.0,2372.56005859375,3816.47998046875
494886,Flash Sale,2023-09-12,SMS,3435.0,752.0,29.0,4511.8701171875,2128.050048828125
494982,Referral Program,2023-07-23,Social Media,3232.0,144.0,79.0,3628.800048828125,2660.81005859375
495008,Weekend Special,2024-10-26,SMS,7698.0,120.0,100.0,4992.5,3353.39990234375
495308,Festival Offer,2024-03-20,Email,3426.0,637.0,47.0,3865.719970703125,7015.7998046875
495600,Festival Offer,2023-05-19,Email,1871.0,685.0,87.0,2619.389892578125,9943.8798828125
495855,Referral Program,2023-10-27,SMS,2565.0,700.0,38.0,3358.199951171875,3391.340087890625
495970,App Push Notification,2024-03-24,Social Media,6868.0,845.0,32.0,3844.360107421875,7566.56005859375
496238,Email Campaign,2023-04-12,App,4938.0,657.0,81.0,4955.580078125,2649.510009765625
497034,App Push Notification,2023-11-12,App,7618.0,407.0,71.0,2548.169921875,7706.259765625
497133,New User Discount,2024-08-16,App,2300.0,864.0,68.0,3960.93994140625,7090.08984375
497310,Category Promotion,2023-12-11,App,9984.0,505.0,65.0,4111.06982421875,6985.68017578125
497376,Referral Program,2024-02-20,Social Media,1292.0,896.0,28.0,3310.93994140625,7851.10986328125
497519,App Push Notification,2024-07-07,App,3319.0,572.0,50.0,2778.659912109375,5632.85009765625
497921,Membership Drive,2023-05-19,App,5895.0,475.0,42.0,3624.610107421875,6787.740234375
498643,Flash Sale,2023-07-07,Social Media,5149.0,443.0,12.0,2947.590087890625,6465.25
498935,Membership Drive,2024-09-18,Email,2454.0,525.0,34.0,2979.570068359375,6755.31005859375
499174,App Push Notification,2024-04-19,Email,7361.0,629.0,95.0,2327.280029296875,7119.06005859375
499253,Weekend Special,2023-12-22,SMS,8451.0,781.0,20.0,1577.1700439453125,4973.89013671875
499278,Category Promotion,2024-04-04,SMS,4172.0,424.0,45.0,1212.5699462890625,8568.419921875
499454,Weekend Special,2023-10-06,Email,3064.0,340.0,85.0,4534.39990234375,9999.5400390625
499486,Email Campaign,2024-09-23,SMS,4908.0,153.0,36.0,4547.06005859375,4568.419921875
499501,Category Promotion,2023-07-14,Social Media,3931.0,754.0,27.0,4332.72021484375,6614.490234375
500036,Festival Offer,2024-02-24,Social Media,1344.0,471.0,16.0,4132.10009765625,8662.4404296875
500070,Festival Offer,2023-06-14,App,6217.0,493.0,77.0,2596.570068359375,4209.580078125
